id,x,y
ARKM.2005-02-03-56-02,0.45012101411165145,0.5243555701740453
ARKM.2005-02-087-01,0.23531557924228494,0.7262991839199769
ARKM.2005-02-10-02-001,0.3447075802518907,0.85291099581443
ARKM.2005-02-10-02-013,0.39346030950447375,0.9229256780100642
ARKM.2005-02-10-02-015,0.39082385588316915,0.9485511270916246
ARKM.2005-02-10-02-018,0.43195688117452186,0.8516474656710712
ARKM.2005-02-10-02-020,0.4141496884895076,0.8439287403233188
ARKM.2005-02-10-02-036,0.4619655862693557,0.903917407842521
ARKM.2005-02-10-02-06,0.3628725915868313,0.9040256481379845
ARKM.2005-02-164-02,0.30835317903123294,0.6645448687799715
ARKM.2005-02-165-01,0.06365758395213432,0.7481466976758274
ARKM.2005-02-200-011-001,0.15836706285722138,0.6090379217381882
ARKM.2005-02-200-16-001,0.23486734151437083,0.5418167607020065
ARKM.2005-02-200-16-002,0.2543407440734172,0.9784565897930012
ARKM.2005-02-200-165-001,0.17218508938355395,0.7676082745405258
ARKM.2005-02-200-177-01,0.010734983293968747,0.8239007199717099
ARKM.2005-02-200-177-02,0.09996909021928216,0.8838963146872874
ARKM.2005-02-200-211-001,0.1603526237399335,0.8367043946506343
ARKM.2005-02-200-211-02,0.9289654951193447,0.23708900504309083
ARKM.2005-02-200-217,0.23323355373223886,0.8562544891750156
ARKM.2005-02-200-219-002,0.03741934716797062,0.6145732775901191
ARKM.2005-02-200-219-003,0.12364485871346978,0.633752425581841
ARKM.2005-02-200-219-004a,0.08541595693869408,0.7310016502523868
ARKM.2005-02-200-219-004b,0.12445000592618417,0.5674605636435863
"ARKM.2005-02-200-219-005a
ARKM.2005-02-200-219-005b",0.05058179862430789,0.669792424307144
ARKM.2005-02-200-219-006,0.06775431629599246,0.5985847378776971
"ARKM.2005-02-200-219-007a
ARKM.2005-02-200-219-007b",0.08393148894216951,0.6867310687638829
"ARKM.2005-02-200-219-008a
ARKM.2005-02-200-219-008b",0.08129081681826958,0.6373087107621739
ARKM.2005-02-200-219-009,0.09772701768811697,0.5341345540214109
ARKM.2005-02-200-219-010,0.1623456952467011,0.6990466530839083
ARKM.2005-02-200-230-001,0.2939909252337379,0.7556678196607755
ARKM.2005-02-200-239-,0.5383214747389972,0.8305552126659046
ARKM.2005-02-211-01a,0.045737174841674805,0.8065617171958115
ARKM.2005-02-31-01-,0.5105816107028468,0.7770172368007001
ARKM.2005-02-31-01-001,0.5401659499844057,0.4311262920956599
ARKM.2005-02-31-01-002,0.4083629131441227,0.33726950115125665
ARKM.2005-02-31-01-003,0.4097697834135195,0.3573908464456136
ARKM.2005-02-31-01-004,0.7488334505189914,0.8949425611200651
ARKM.2005-02-31-01-005,0.3640415976254985,0.35346583167681855
ARKM.2005-02-31-01-006,0.732284796095475,0.8949601255588795
ARKM.2005-02-31-01-007,0.49318198776413197,0.34350890805551604
ARKM.2005-02,0.9647339503251147,0.4686916870527058
ARKM.2005-05,0.1603983116829513,0.8687305612256644
ARKM.2005-102-,0.8394271696545786,0.318324447063472
ARKM.2005-102-02-007,0.8723590564230942,0.35819742120182474
ARKM.2005-102-02-02,0.7903038530344936,0.21536526426696073
ARKM.2005-102-02-04,0.8098425067050194,0.306905320221734
ARKM.2005-102-02-06,0.19830933876080897,0.42420898587254047
ARKM.2005-102-02-07,0.7220436709054203,0.19488241373906426
ARKM.2005-102-04-01,0.7744065992432031,0.19272139030925042
ARKM.2005-102-05-001,0.708137920784148,0.2608945812905205
ARKM.2005-102-05-002,0.6877204246497518,0.2789568865695581
ARKM.2005-102-05-003,0.750708775766358,0.27651240187361603
ARKM.2005-102-24-0006,1.0409543178753304,0.3643818973553413
ARKM.2005-102-24-0016,1.0065840015055758,0.35191880153592614
ARKM.2005-102-24-0017,0.9892784530231816,0.36566096484273897
ARKM.2005-102-24-0018,0.9996775193027703,0.3323962380875156
ARKM.2005-102-28-02,0.8213867491316159,0.16703667042202325
ARKM.2005-102-29-01,0.7484901370254977,0.9451104219559249
ARKM.2005-102-31-001,0.8608570015604413,0.26943880435607326
ARKM.2005-102-31-002,0.9676166118128402,-0.010688081974003338
ARKM.2005-102-31-003,0.940480637355522,-0.013166359365671709
ARKM.2005-102-31-004,0.9578201631263721,0.013934685982065922
ARKM.2005-102-31-005,0.9618134270195752,0.04181240281244998
ARKM.2005-102,0.2991552787262881,0.4205723041319767
ARKM.2005-202-,0.9094293264029265,0.6574740124353246
ARKM.2005-202-01,0.4707913782645977,-0.04668516255518802
ARKM.2005-202-04,0.8541811867192074,0.6462059516872084
ARKM.2005-202-22-01,0.4513277351110112,0.02055405275832816
ARKM.2005-202-22-02,0.4688475845893392,0.009287138027336021
ARKM.2005-202-22-03,0.4981688599270105,0.12376481110305111
ARKM.2005-202-24-01,0.40163714342171875,0.1529574395923873
ARKM.2005-202-24-02,0.49500511941677233,0.19072850146757797
ARKM.2005-202-24-03,0.5276111466206459,0.22175036573378368
ARKM.2005-202-24-04,0.48005760602945863,0.20226133539840732
ARKM.2005-202-24-06,0.4101107027302981,0.13940354742280275
ARKM.2005-202-31-01,0.17072679643122007,0.19957618424849374
ARKM.2005-202-31-02,0.1909518513221479,0.2270533837743752
ARKM.2005-202-31-03,0.17883013336910275,0.21295277801559534
ARKM.2005-202-32,0.9006853222449114,0.5374119306190642
ARKM.2005-202-33,0.7178650119691032,0.3993242146066954
ARKM.2005-202-34,0.8950779502474046,0.6507560845710728
ARKM.2005-202-35,0.9041864615035267,0.521332890822003
"Nytt ARKM Garpendahl, Margareta",0.8979046465167907,0.24404935808244588
"Nytt ARKM Videgård, Martin",0.2541233687103076,0.3053182735380838
